_time,_value
2021-03-28 20:45:00+00:00,22.099999999999998
2021-03-28 20:50:00+00:00,22.196428571428573
2021-03-28 20:55:00+00:00,22.192857142857143
2021-03-28 21:00:00+00:00,22.229629629629617
2021-03-28 21:05:00+00:00,22.28928571428571
2021-03-28 21:10:00+00:00,22.29642857142857
2021-03-28 21:15:00+00:00,22.296428571428574
2021-03-28 21:20:00+00:00,22.303571428571427
2021-03-28 21:25:00+00:00,22.3037037037037
2021-03-28 21:30:00+00:00,22.364285714285703
2021-03-28 21:35:00+00:00,22.382142857142846
2021-03-28 21:40:00+00:00,22.399999999999988
2021-03-28 21:45:00+00:00,22.335714285714282
2021-03-28 21:50:00+00:00,22.22857142857143
2021-03-28 21:55:00+00:00,22.196428571428573
2021-03-28 22:00:00+00:00,22.217857142857145
2021-03-28 22:05:00+00:00,22.207142857142856
2021-03-28 22:10:00+00:00,22.288888888888888
2021-03-28 22:15:00+00:00,22.3
2021-03-28 22:20:00+00:00,22.3
2021-03-28 22:25:00+00:00,22.3
2021-03-28 22:30:00+00:00,22.303571428571427
2021-03-28 22:35:00+00:00,22.321428571428566
2021-03-28 22:40:00+00:00,22.39642857142856
2021-03-28 22:45:00+00:00,22.399999999999988
2021-03-28 22:50:00+00:00,22.339285714285705
2021-03-28 22:55:00+00:00,22.318518518518516
2021-03-28 23:00:00+00:00,22.3
2021-03-28 23:05:00+00:00,22.346428571428564
2021-03-28 23:10:00+00:00,22.399999999999988
2021-03-28 23:15:00+00:00,22.39999999999999
2021-03-28 23:20:00+00:00,22.39642857142856
2021-03-28 23:25:00+00:00,22.39285714285713
2021-03-28 23:30:00+00:00,22.385714285714275
2021-03-28 23:35:00+00:00,22.342857142857138
2021-03-28 23:40:00+00:00,22.371428571428563
2021-03-28 23:45:00+00:00,22.374999999999993
2021-03-28 23:50:00+00:00,22.33928571428571
2021-03-28 23:55:00+00:00,22.3
2021-03-29 00:00:00+00:00,22.3
2021-03-29 00:05:00+00:00,22.3
2021-03-29 00:10:00+00:00,22.29642857142857
2021-03-29 00:15:00+00:00,22.282142857142855
2021-03-29 00:20:00+00:00,22.28571428571429
2021-03-29 00:25:00+00:00,22.27407407407407
2021-03-29 00:30:00+00:00,22.264285714285712
2021-03-29 00:35:00+00:00,22.239285714285717
2021-03-29 00:40:00+00:00,22.207142857142856
2021-03-29 00:45:00+00:00,22.21481481481482
2021-03-29 00:50:00+00:00,22.214285714285715
2021-03-29 00:55:00+00:00,22.2
2021-03-29 01:00:00+00:00,22.20714285714286
2021-03-29 01:05:00+00:00,22.2
2021-03-29 01:10:00+00:00,22.2
2021-03-29 01:15:00+00:00,22.199999999999996
2021-03-29 01:20:00+00:00,22.196428571428573
2021-03-29 01:25:00+00:00,22.20357142857143
2021-03-29 01:30:00+00:00,22.2
2021-03-29 01:35:00+00:00,22.192857142857147
2021-03-29 01:40:00+00:00,22.192857142857143
2021-03-29 01:45:00+00:00,22.20357142857143
2021-03-29 01:50:00+00:00,22.196296296296296
2021-03-29 01:55:00+00:00,22.189285714285717
2021-03-29 02:00:00+00:00,22.18888888888889
2021-03-29 02:05:00+00:00,22.18214285714286
2021-03-29 02:10:00+00:00,22.2
2021-03-29 02:15:00+00:00,22.175000000000004
2021-03-29 02:20:00+00:00,22.155555555555562
2021-03-29 02:25:00+00:00,22.117857142857154
2021-03-29 02:30:00+00:00,22.117857142857154
2021-03-29 02:35:00+00:00,22.10357142857144
2021-03-29 02:40:00+00:00,22.10357142857144
2021-03-29 02:45:00+00:00,22.10000000000001
2021-03-29 02:50:00+00:00,22.096428571428582
2021-03-29 02:55:00+00:00,22.10357142857144
2021-03-29 03:00:00+00:00,22.096428571428582
2021-03-29 03:05:00+00:00,22.096428571428582
2021-03-29 03:10:00+00:00,22.10357142857144
2021-03-29 03:15:00+00:00,22.096296296296305
2021-03-29 03:20:00+00:00,22.088000000000008
2021-03-29 03:25:00+00:00,22.100000000000012
2021-03-29 03:30:00+00:00,22.085714285714296
2021-03-29 03:35:00+00:00,22.06071428571429
2021-03-29 03:40:00+00:00,22.017857142857146
2021-03-29 03:45:00+00:00,22.025000000000002
2021-03-29 03:50:00+00:00,22.021428571428576
2021-03-29 03:55:00+00:00,22.01481481481482
2021-03-29 04:00:00+00:00,22.007142857142856
2021-03-29 04:05:00+00:00,22.00357142857143
2021-03-29 04:10:00+00:00,22.003703703703703
2021-03-29 04:15:00+00:00,22.014285714285716
2021-03-29 04:20:00+00:00,22.00714285714286
2021-03-29 04:25:00+00:00,22.0
2021-03-29 04:30:00+00:00,22.00357142857143
2021-03-29 04:35:00+00:00,22.0
2021-03-29 04:40:00+00:00,22.0
2021-03-29 04:45:00+00:00,21.99285714285714
2021-03-29 04:50:00+00:00,22.0
2021-03-29 04:55:00+00:00,22.0
2021-03-29 05:00:00+00:00,21.99285714285714
2021-03-29 05:05:00+00:00,21.99642857142857
2021-03-29 05:10:00+00:00,21.967857142857138
2021-03-29 05:15:00+00:00,21.961538461538456
2021-03-29 05:20:00+00:00,21.942857142857132
2021-03-29 05:25:00+00:00,21.907142857142848
2021-03-29 05:30:00+00:00,21.917857142857134
2021-03-29 05:35:00+00:00,21.903571428571418
2021-03-29 05:40:00+00:00,21.903703703703695
2021-03-29 05:45:00+00:00,21.910714285714278
2021-03-29 05:50:00+00:00,21.924999999999994
2021-03-29 05:55:00+00:00,21.92499999999999
2021-03-29 06:00:00+00:00,21.914285714285707
2021-03-29 06:05:00+00:00,21.960714285714285
2021-03-29 06:10:00+00:00,21.982142857142858
2021-03-29 06:15:00+00:00,22.0
2021-03-29 06:20:00+00:00,22.0
2021-03-29 06:25:00+00:00,21.99642857142857
2021-03-29 06:30:00+00:00,22.014814814814812
2021-03-29 06:35:00+00:00,22.04285714285715
2021-03-29 06:40:00+00:00,22.039285714285718
2021-03-29 06:45:00+00:00,22.07500000000001
2021-03-29 06:50:00+00:00,22.096428571428582
2021-03-29 06:55:00+00:00,22.100000000000012
2021-03-29 07:00:00+00:00,22.10357142857144
2021-03-29 07:05:00+00:00,22.089285714285722
2021-03-29 07:10:00+00:00,22.10714285714287
2021-03-29 07:15:00+00:00,22.20714285714285
2021-03-29 07:20:00+00:00,22.181481481481484
2021-03-29 07:25:00+00:00,21.842857142857145
2021-03-29 07:30:00+00:00,22.071428571428584
2021-03-29 07:35:00+00:00,22.274999999999995
2021-03-29 07:40:00+00:00,22.3
2021-03-29 07:45:00+00:00,22.3
2021-03-29 07:50:00+00:00,22.307407407407407
2021-03-29 07:55:00+00:00,22.385714285714275
2021-03-29 08:00:00+00:00,22.33571428571429
2021-03-29 08:05:00+00:00,21.899999999999988
2021-03-29 08:10:00+00:00,21.79285714285714
2021-03-29 08:15:00+00:00,21.788888888888888
2021-03-29 08:20:00+00:00,21.73214285714286
2021-03-29 08:25:00+00:00,21.733333333333327
2021-03-29 08:30:00+00:00,21.79642857142857
2021-03-29 08:35:00+00:00,21.79285714285714
2021-03-29 08:40:00+00:00,21.785185185185192
2021-03-29 08:45:00+00:00,21.7
2021-03-29 08:50:00+00:00,21.66785714285715
2021-03-29 08:55:00+00:00,21.7
2021-03-29 09:00:00+00:00,21.71071428571429
2021-03-29 09:05:00+00:00,21.76071428571428
2021-03-29 09:10:00+00:00,21.739285714285707
2021-03-29 09:15:00+00:00,21.77857142857142
2021-03-29 09:20:00+00:00,21.8
2021-03-29 09:25:00+00:00,21.8
2021-03-29 09:30:00+00:00,21.792857142857148
2021-03-29 09:35:00+00:00,21.642857142857157
2021-03-29 09:40:00+00:00,21.67407407407407
2021-03-29 09:45:00+00:00,21.728571428571417
2021-03-29 09:50:00+00:00,21.78518518518518
2021-03-29 09:55:00+00:00,21.79642857142857
2021-03-29 10:00:00+00:00,21.796296296296298
2021-03-29 10:05:00+00:00,21.8
2021-03-29 10:10:00+00:00,21.7888888888889
2021-03-29 10:15:00+00:00,21.782142857142855
2021-03-29 10:20:00+00:00,21.8
2021-03-29 10:25:00+00:00,21.807142857142853
2021-03-29 10:30:00+00:00,21.807142857142853
2021-03-29 10:35:00+00:00,21.821428571428566
2021-03-29 10:40:00+00:00,21.82962962962963
2021-03-29 10:45:00+00:00,21.867857142857133
2021-03-29 10:50:00+00:00,21.89642857142856
2021-03-29 10:55:00+00:00,21.907142857142848
2021-03-29 11:00:00+00:00,21.903703703703695
2021-03-29 11:05:00+00:00,21.933333333333323
2021-03-29 11:10:00+00:00,21.821428571428577
2021-03-29 11:15:00+00:00,21.79642857142857
2021-03-29 11:20:00+00:00,21.79642857142857
2021-03-29 11:25:00+00:00,22.10370370370371
2021-03-29 11:30:00+00:00,22.189285714285717
2021-03-29 11:35:00+00:00,22.20357142857143
2021-03-29 11:40:00+00:00,22.203703703703702
2021-03-29 11:45:00+00:00,22.189285714285713
2021-03-29 11:50:00+00:00,22.266666666666666
2021-03-29 11:55:00+00:00,22.360714285714277
2021-03-29 12:00:00+00:00,22.396296296296285
2021-03-29 12:05:00+00:00,22.4111111111111
2021-03-29 12:10:00+00:00,22.42592592592592
2021-03-29 12:15:00+00:00,22.46428571428571
2021-03-29 12:20:00+00:00,22.49642857142857
2021-03-29 12:25:00+00:00,22.503703703703703
2021-03-29 12:30:00+00:00,22.496296296296297
2021-03-29 12:35:00+00:00,22.50714285714286
2021-03-29 12:40:00+00:00,22.49259259259259
2021-03-29 12:45:00+00:00,22.5
2021-03-29 12:50:00+00:00,22.51481481481482
2021-03-29 12:55:00+00:00,22.511538461538464
2021-03-29 13:00:00+00:00,22.523076923076925
2021-03-29 13:05:00+00:00,22.55185185185186
2021-03-29 13:10:00+00:00,22.53703703703704
2021-03-29 13:15:00+00:00,22.514285714285712
2021-03-29 13:20:00+00:00,22.566666666666674
2021-03-29 13:25:00+00:00,22.533333333333335
2021-03-29 13:30:00+00:00,22.51851851851852
2021-03-29 13:35:00+00:00,22.550000000000008
2021-03-29 13:40:00+00:00,22.54444444444445
2021-03-29 13:45:00+00:00,22.540740740740745
2021-03-29 13:50:00+00:00,22.57142857142858
2021-03-29 13:55:00+00:00,22.533333333333335
2021-03-29 14:00:00+00:00,22.550000000000008
2021-03-29 14:05:00+00:00,22.596428571428582
2021-03-29 14:10:00+00:00,22.589285714285726
2021-03-29 14:15:00+00:00,22.596296296296305
2021-03-29 14:20:00+00:00,22.592857142857152
2021-03-29 14:25:00+00:00,22.600000000000012
2021-03-29 14:30:00+00:00,22.592592592592602
2021-03-29 14:35:00+00:00,22.60357142857144
2021-03-29 14:40:00+00:00,22.600000000000012
